dataset_name,url_gcp,url_aws,url_azure,image_id,sequence_id,location_id,frame_num,original_label,scientific_name,common_name,datetime,annotation_level,kingdom,phylum,subphylum,superclass,class,subclass,infraclass,superorder,order,suborder,infraorder,superfamily,family,subfamily,tribe,genus,species,subspecies,variety
NACTI,https://storage.googleapis.com/public-datasets-lila/nacti-unzipped/part0/sub042/CA-09_04_06_2015_CA-09_0000586.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/nacti-unzipped/part0/sub042/CA-09_04_06_2015_CA-09_0000586.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/nacti-unzipped/part0/sub042/CA-09_04_06_2015_CA-09_0000586.jpg,NACTI : CA-09_04_06_2015_CA-09_0000586.jpg,NACTI : unknown,NACTI : lebec_CA-09,-1,lynx rufus,lynx rufus,bobcat,,unknown,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,felinae,,lynx,lynx rufus,,
NACTI,https://storage.googleapis.com/public-datasets-lila/nacti-unzipped/part0/sub041/CA-08_08_04_2015_CA-08_0002576.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/nacti-unzipped/part0/sub041/CA-08_08_04_2015_CA-08_0002576.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/nacti-unzipped/part0/sub041/CA-08_08_04_2015_CA-08_0002576.jpg,NACTI : CA-08_08_04_2015_CA-08_0002576.jpg,NACTI : unknown,NACTI : lebec_CA-08,-1,lynx rufus,lynx rufus,bobcat,,unknown,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,felinae,,lynx,lynx rufus,,
Caltech Camera Traps,https://storage.googleapis.com/public-datasets-lila/caltech-unzipped/cct_images/599106f7-23d2-11e8-a6a3-ec086b02610b.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/caltech-unzipped/cct_images/599106f7-23d2-11e8-a6a3-ec086b02610b.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/caltech-unzipped/cct_images/599106f7-23d2-11e8-a6a3-ec086b02610b.jpg,Caltech Camera Traps : 599106f7-23d2-11e8-a6a3-ec086b02610b,Caltech Camera Traps : 6f12ee70-5567-11e8-a389-dca9047ef277,Caltech Camera Traps : 28,3,bobcat,lynx rufus,bobcat,05-06-2012 16:26:37,image,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,felinae,,lynx,lynx rufus,,
Caltech Camera Traps,https://storage.googleapis.com/public-datasets-lila/caltech-unzipped/cct_images/58cb11d5-23d2-11e8-a6a3-ec086b02610b.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/caltech-unzipped/cct_images/58cb11d5-23d2-11e8-a6a3-ec086b02610b.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/caltech-unzipped/cct_images/58cb11d5-23d2-11e8-a6a3-ec086b02610b.jpg,Caltech Camera Traps : 58cb11d5-23d2-11e8-a6a3-ec086b02610b,Caltech Camera Traps : 6f0d900f-5567-11e8-8a05-dca9047ef277,Caltech Camera Traps : 130,1,bobcat,lynx rufus,bobcat,05-23-2012 05:28:22,image,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,felinae,,lynx,lynx rufus,,
NACTI,https://storage.googleapis.com/public-datasets-lila/nacti-unzipped/part0/sub042/CA-09_08_13_2015_CA-09_0002378.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/nacti-unzipped/part0/sub042/CA-09_08_13_2015_CA-09_0002378.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/nacti-unzipped/part0/sub042/CA-09_08_13_2015_CA-09_0002378.jpg,NACTI : CA-09_08_13_2015_CA-09_0002378.jpg,NACTI : unknown,NACTI : lebec_CA-09,-1,lynx rufus,lynx rufus,bobcat,,unknown,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,felinae,,lynx,lynx rufus,,
Caltech Camera Traps,https://storage.googleapis.com/public-datasets-lila/caltech-unzipped/cct_images/587d419b-23d2-11e8-a6a3-ec086b02610b.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/caltech-unzipped/cct_images/587d419b-23d2-11e8-a6a3-ec086b02610b.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/caltech-unzipped/cct_images/587d419b-23d2-11e8-a6a3-ec086b02610b.jpg,Caltech Camera Traps : 587d419b-23d2-11e8-a6a3-ec086b02610b,Caltech Camera Traps : 6efd7717-5567-11e8-a460-dca9047ef277,Caltech Camera Traps : 75,1,bobcat,lynx rufus,bobcat,12-27-2011 12:53:53,image,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,felinae,,lynx,lynx rufus,,
Caltech Camera Traps,https://storage.googleapis.com/public-datasets-lila/caltech-unzipped/cct_images/59088116-23d2-11e8-a6a3-ec086b02610b.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/caltech-unzipped/cct_images/59088116-23d2-11e8-a6a3-ec086b02610b.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/caltech-unzipped/cct_images/59088116-23d2-11e8-a6a3-ec086b02610b.jpg,Caltech Camera Traps : 59088116-23d2-11e8-a6a3-ec086b02610b,Caltech Camera Traps : 6f15e621-5567-11e8-98d0-dca9047ef277,Caltech Camera Traps : 125,2,bobcat,lynx rufus,bobcat,08-16-2011 08:10:38,image,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,felinae,,lynx,lynx rufus,,
NACTI,https://storage.googleapis.com/public-datasets-lila/nacti-unzipped/part0/sub041/CA-08_08_04_2015_CA-08_0003062.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/nacti-unzipped/part0/sub041/CA-08_08_04_2015_CA-08_0003062.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/nacti-unzipped/part0/sub041/CA-08_08_04_2015_CA-08_0003062.jpg,NACTI : CA-08_08_04_2015_CA-08_0003062.jpg,NACTI : unknown,NACTI : lebec_CA-08,-1,lynx rufus,lynx rufus,bobcat,,unknown,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,felinae,,lynx,lynx rufus,,
Caltech Camera Traps,https://storage.googleapis.com/public-datasets-lila/caltech-unzipped/cct_images/59bca402-23d2-11e8-a6a3-ec086b02610b.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/caltech-unzipped/cct_images/59bca402-23d2-11e8-a6a3-ec086b02610b.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/caltech-unzipped/cct_images/59bca402-23d2-11e8-a6a3-ec086b02610b.jpg,Caltech Camera Traps : 59bca402-23d2-11e8-a6a3-ec086b02610b,Caltech Camera Traps : 6f1c9380-5567-11e8-aed7-dca9047ef277,Caltech Camera Traps : 51,2,bobcat,lynx rufus,bobcat,07-28-2011 21:50:47,image,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,felinae,,lynx,lynx rufus,,
NACTI,https://storage.googleapis.com/public-datasets-lila/nacti-unzipped/part0/sub042/CA-08_10_11_2016_CA-08_0014068.JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/nacti-unzipped/part0/sub042/CA-08_10_11_2016_CA-08_0014068.JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/nacti-unzipped/part0/sub042/CA-08_10_11_2016_CA-08_0014068.JPG,NACTI : CA-08_10_11_2016_CA-08_0014068.JPG,NACTI : unknown,NACTI : lebec_CA-08,-1,lynx rufus,lynx rufus,bobcat,,unknown,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,felinae,,lynx,lynx rufus,,
Caltech Camera Traps,https://storage.googleapis.com/public-datasets-lila/caltech-unzipped/cct_images/59e5e1de-23d2-11e8-a6a3-ec086b02610b.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/caltech-unzipped/cct_images/59e5e1de-23d2-11e8-a6a3-ec086b02610b.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/caltech-unzipped/cct_images/59e5e1de-23d2-11e8-a6a3-ec086b02610b.jpg,Caltech Camera Traps : 59e5e1de-23d2-11e8-a6a3-ec086b02610b,Caltech Camera Traps : 6f1cee7a-5567-11e8-ae97-dca9047ef277,Caltech Camera Traps : 51,2,bobcat,lynx rufus,bobcat,12-01-2011 03:00:13,image,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,felinae,,lynx,lynx rufus,,
Caltech Camera Traps,https://storage.googleapis.com/public-datasets-lila/caltech-unzipped/cct_images/58d15e51-23d2-11e8-a6a3-ec086b02610b.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/caltech-unzipped/cct_images/58d15e51-23d2-11e8-a6a3-ec086b02610b.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/caltech-unzipped/cct_images/58d15e51-23d2-11e8-a6a3-ec086b02610b.jpg,Caltech Camera Traps : 58d15e51-23d2-11e8-a6a3-ec086b02610b,Caltech Camera Traps : 6f15db07-5567-11e8-b859-dca9047ef277,Caltech Camera Traps : 125,3,bobcat,lynx rufus,bobcat,07-29-2011 05:31:08,image,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,felinae,,lynx,lynx rufus,,
NACTI,https://storage.googleapis.com/public-datasets-lila/nacti-unzipped/part0/sub041/CA-08_05_13_2016_CA-08_0008786.JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/nacti-unzipped/part0/sub041/CA-08_05_13_2016_CA-08_0008786.JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/nacti-unzipped/part0/sub041/CA-08_05_13_2016_CA-08_0008786.JPG,NACTI : CA-08_05_13_2016_CA-08_0008786.JPG,NACTI : unknown,NACTI : lebec_CA-08,-1,lynx rufus,lynx rufus,bobcat,,unknown,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,felinae,,lynx,lynx rufus,,
NACTI,https://storage.googleapis.com/public-datasets-lila/nacti-unzipped/part0/sub041/CA-08_06_08_2016_CA-08_0012611.JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/nacti-unzipped/part0/sub041/CA-08_06_08_2016_CA-08_0012611.JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/nacti-unzipped/part0/sub041/CA-08_06_08_2016_CA-08_0012611.JPG,NACTI : CA-08_06_08_2016_CA-08_0012611.JPG,NACTI : unknown,NACTI : lebec_CA-08,-1,lynx rufus,lynx rufus,bobcat,,unknown,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,felinae,,lynx,lynx rufus,,
Caltech Camera Traps,https://storage.googleapis.com/public-datasets-lila/caltech-unzipped/cct_images/59da8ce9-23d2-11e8-a6a3-ec086b02610b.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/caltech-unzipped/cct_images/59da8ce9-23d2-11e8-a6a3-ec086b02610b.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/caltech-unzipped/cct_images/59da8ce9-23d2-11e8-a6a3-ec086b02610b.jpg,Caltech Camera Traps : 59da8ce9-23d2-11e8-a6a3-ec086b02610b,Caltech Camera Traps : 6f17623d-5567-11e8-8d77-dca9047ef277,Caltech Camera Traps : 46,3,bobcat,lynx rufus,bobcat,07-28-2011 05:52:15,image,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,felinae,,lynx,lynx rufus,,
Caltech Camera Traps,https://storage.googleapis.com/public-datasets-lila/caltech-unzipped/cct_images/5883e921-23d2-11e8-a6a3-ec086b02610b.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/caltech-unzipped/cct_images/5883e921-23d2-11e8-a6a3-ec086b02610b.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/caltech-unzipped/cct_images/5883e921-23d2-11e8-a6a3-ec086b02610b.jpg,Caltech Camera Traps : 5883e921-23d2-11e8-a6a3-ec086b02610b,Caltech Camera Traps : 6f0f098f-5567-11e8-83cc-dca9047ef277,Caltech Camera Traps : 112,1,bobcat,lynx rufus,bobcat,01-08-2012 07:05:09,image,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,felinae,,lynx,lynx rufus,,
Caltech Camera Traps,https://storage.googleapis.com/public-datasets-lila/caltech-unzipped/cct_images/5a2af33e-23d2-11e8-a6a3-ec086b02610b.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/caltech-unzipped/cct_images/5a2af33e-23d2-11e8-a6a3-ec086b02610b.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/caltech-unzipped/cct_images/5a2af33e-23d2-11e8-a6a3-ec086b02610b.jpg,Caltech Camera Traps : 5a2af33e-23d2-11e8-a6a3-ec086b02610b,Caltech Camera Traps : 6f0583ae-5567-11e8-9333-dca9047ef277,Caltech Camera Traps : 60,4,bobcat,lynx rufus,bobcat,02-04-2012 23:42:58,image,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,felinae,,lynx,lynx rufus,,
NACTI,https://storage.googleapis.com/public-datasets-lila/nacti-unzipped/part0/sub041/CA-08_06_08_2016_CA-08_0012653.JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/nacti-unzipped/part0/sub041/CA-08_06_08_2016_CA-08_0012653.JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/nacti-unzipped/part0/sub041/CA-08_06_08_2016_CA-08_0012653.JPG,NACTI : CA-08_06_08_2016_CA-08_0012653.JPG,NACTI : unknown,NACTI : lebec_CA-08,-1,lynx rufus,lynx rufus,bobcat,,unknown,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,felinae,,lynx,lynx rufus,,
Caltech Camera Traps,https://storage.googleapis.com/public-datasets-lila/caltech-unzipped/cct_images/59ac6be2-23d2-11e8-a6a3-ec086b02610b.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/caltech-unzipped/cct_images/59ac6be2-23d2-11e8-a6a3-ec086b02610b.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/caltech-unzipped/cct_images/59ac6be2-23d2-11e8-a6a3-ec086b02610b.jpg,Caltech Camera Traps : 59ac6be2-23d2-11e8-a6a3-ec086b02610b,Caltech Camera Traps : 6fdea4ca-5567-11e8-bbbc-dca9047ef277,Caltech Camera Traps : 23,1,bobcat,lynx rufus,bobcat,10-12-2013 21:02:59,image,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,felinae,,lynx,lynx rufus,,
Caltech Camera Traps,https://storage.googleapis.com/public-datasets-lila/caltech-unzipped/cct_images/5a1979c9-23d2-11e8-a6a3-ec086b02610b.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/caltech-unzipped/cct_images/5a1979c9-23d2-11e8-a6a3-ec086b02610b.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/caltech-unzipped/cct_images/5a1979c9-23d2-11e8-a6a3-ec086b02610b.jpg,Caltech Camera Traps : 5a1979c9-23d2-11e8-a6a3-ec086b02610b,Caltech Camera Traps : 701419fd-5567-11e8-8929-dca9047ef277,Caltech Camera Traps : 61,1,bobcat,lynx rufus,bobcat,11-07-2014 04:06:39,image,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,felinae,,lynx,lynx rufus,,
Caltech Camera Traps,https://storage.googleapis.com/public-datasets-lila/caltech-unzipped/cct_images/59973d41-23d2-11e8-a6a3-ec086b02610b.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/caltech-unzipped/cct_images/59973d41-23d2-11e8-a6a3-ec086b02610b.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/caltech-unzipped/cct_images/59973d41-23d2-11e8-a6a3-ec086b02610b.jpg,Caltech Camera Traps : 59973d41-23d2-11e8-a6a3-ec086b02610b,Caltech Camera Traps : 6f168499-5567-11e8-9992-dca9047ef277,Caltech Camera Traps : 46,1,bobcat,lynx rufus,bobcat,05-30-2011 03:22:11,image,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,felinae,,lynx,lynx rufus,,
Caltech Camera Traps,https://storage.googleapis.com/public-datasets-lila/caltech-unzipped/cct_images/594b5e72-23d2-11e8-a6a3-ec086b02610b.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/caltech-unzipped/cct_images/594b5e72-23d2-11e8-a6a3-ec086b02610b.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/caltech-unzipped/cct_images/594b5e72-23d2-11e8-a6a3-ec086b02610b.jpg,Caltech Camera Traps : 594b5e72-23d2-11e8-a6a3-ec086b02610b,Caltech Camera Traps : 6fd7a791-5567-11e8-9bc6-dca9047ef277,Caltech Camera Traps : 70,1,bobcat,lynx rufus,bobcat,05-19-2014 06:37:34,image,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,felinae,,lynx,lynx rufus,,
NACTI,https://storage.googleapis.com/public-datasets-lila/nacti-unzipped/part0/sub041/CA-08_09_06_2016_CA-08_0013814.JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/nacti-unzipped/part0/sub041/CA-08_09_06_2016_CA-08_0013814.JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/nacti-unzipped/part0/sub041/CA-08_09_06_2016_CA-08_0013814.JPG,NACTI : CA-08_09_06_2016_CA-08_0013814.JPG,NACTI : unknown,NACTI : lebec_CA-08,-1,lynx rufus,lynx rufus,bobcat,,unknown,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,felinae,,lynx,lynx rufus,,
Caltech Camera Traps,https://storage.googleapis.com/public-datasets-lila/caltech-unzipped/cct_images/595adb25-23d2-11e8-a6a3-ec086b02610b.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/caltech-unzipped/cct_images/595adb25-23d2-11e8-a6a3-ec086b02610b.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/caltech-unzipped/cct_images/595adb25-23d2-11e8-a6a3-ec086b02610b.jpg,Caltech Camera Traps : 595adb25-23d2-11e8-a6a3-ec086b02610b,Caltech Camera Traps : 6fda04a6-5567-11e8-89c3-dca9047ef277,Caltech Camera Traps : 70,1,bobcat,lynx rufus,bobcat,07-08-2014 04:01:11,image,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,felinae,,lynx,lynx rufus,,
NACTI,https://storage.googleapis.com/public-datasets-lila/nacti-unzipped/part0/sub041/CA-08_08_04_2015_CA-08_0001770.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/nacti-unzipped/part0/sub041/CA-08_08_04_2015_CA-08_0001770.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/nacti-unzipped/part0/sub041/CA-08_08_04_2015_CA-08_0001770.jpg,NACTI : CA-08_08_04_2015_CA-08_0001770.jpg,NACTI : unknown,NACTI : lebec_CA-08,-1,lynx rufus,lynx rufus,bobcat,,unknown,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,felinae,,lynx,lynx rufus,,
NACTI,https://storage.googleapis.com/public-datasets-lila/nacti-unzipped/part0/sub041/CA-08_08_04_2015_CA-08_0002502.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/nacti-unzipped/part0/sub041/CA-08_08_04_2015_CA-08_0002502.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/nacti-unzipped/part0/sub041/CA-08_08_04_2015_CA-08_0002502.jpg,NACTI : CA-08_08_04_2015_CA-08_0002502.jpg,NACTI : unknown,NACTI : lebec_CA-08,-1,lynx rufus,lynx rufus,bobcat,,unknown,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,felinae,,lynx,lynx rufus,,
Caltech Camera Traps,https://storage.googleapis.com/public-datasets-lila/caltech-unzipped/cct_images/590a101f-23d2-11e8-a6a3-ec086b02610b.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/caltech-unzipped/cct_images/590a101f-23d2-11e8-a6a3-ec086b02610b.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/caltech-unzipped/cct_images/590a101f-23d2-11e8-a6a3-ec086b02610b.jpg,Caltech Camera Traps : 590a101f-23d2-11e8-a6a3-ec086b02610b,Caltech Camera Traps : 6f15da66-5567-11e8-a11c-dca9047ef277,Caltech Camera Traps : 125,1,bobcat,lynx rufus,bobcat,07-26-2011 17:36:30,image,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,felinae,,lynx,lynx rufus,,
NACTI,https://storage.googleapis.com/public-datasets-lila/nacti-unzipped/part0/sub041/CA-08_03_09_2015_CA-08_0000361.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/nacti-unzipped/part0/sub041/CA-08_03_09_2015_CA-08_0000361.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/nacti-unzipped/part0/sub041/CA-08_03_09_2015_CA-08_0000361.jpg,NACTI : CA-08_03_09_2015_CA-08_0000361.jpg,NACTI : unknown,NACTI : lebec_CA-08,-1,lynx rufus,lynx rufus,bobcat,,unknown,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,felinae,,lynx,lynx rufus,,
NACTI,https://storage.googleapis.com/public-datasets-lila/nacti-unzipped/part0/sub041/CA-08_05_13_2016_CA-08_0008017.JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/nacti-unzipped/part0/sub041/CA-08_05_13_2016_CA-08_0008017.JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/nacti-unzipped/part0/sub041/CA-08_05_13_2016_CA-08_0008017.JPG,NACTI : CA-08_05_13_2016_CA-08_0008017.JPG,NACTI : unknown,NACTI : lebec_CA-08,-1,lynx rufus,lynx rufus,bobcat,,unknown,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,felinae,,lynx,lynx rufus,,
NACTI,https://storage.googleapis.com/public-datasets-lila/nacti-unzipped/part0/sub042/CA-09_04_06_2015_CA-09_0000541.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/nacti-unzipped/part0/sub042/CA-09_04_06_2015_CA-09_0000541.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/nacti-unzipped/part0/sub042/CA-09_04_06_2015_CA-09_0000541.jpg,NACTI : CA-09_04_06_2015_CA-09_0000541.jpg,NACTI : unknown,NACTI : lebec_CA-09,-1,lynx rufus,lynx rufus,bobcat,,unknown,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,felinae,,lynx,lynx rufus,,
Caltech Camera Traps,https://storage.googleapis.com/public-datasets-lila/caltech-unzipped/cct_images/59c177e2-23d2-11e8-a6a3-ec086b02610b.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/caltech-unzipped/cct_images/59c177e2-23d2-11e8-a6a3-ec086b02610b.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/caltech-unzipped/cct_images/59c177e2-23d2-11e8-a6a3-ec086b02610b.jpg,Caltech Camera Traps : 59c177e2-23d2-11e8-a6a3-ec086b02610b,Caltech Camera Traps : 6f8381d9-5567-11e8-baa2-dca9047ef277,Caltech Camera Traps : 57,1,bobcat,lynx rufus,bobcat,01-11-2014 11:45:07,image,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,felinae,,lynx,lynx rufus,,
